"DateTime","Container","Dry Bulk","General Cargo","Roll-on/roll-off","Tanker","7-day Moving Average","Prior Year: 7-day Moving Average"
"2019-10-10 00:00:00",0,0,0,0,0,10852.42857142857,
"2019-10-11 00:00:00",0,0,0,0,0,10741.285714285714,
"2019-10-12 00:00:00",0,0,0,0,0,10741.285714285714,
"2019-10-13 00:00:00",0,0,0,0,0,10741.285714285714,
"2019-10-14 00:00:00",0,0,0,0,30157,14419.285714285714,
"2019-10-15 00:00:00",0,35249,7267,0,0,19600.428571428572,
"2019-10-16 00:00:00",778,0,5056,0,0,11215.42857142857,
"2019-10-17 00:00:00",0,0,0,0,0,11215.42857142857,
"2019-10-18 00:00:00",0,0,0,0,0,11215.42857142857,
"2019-10-19 00:00:00",0,0,0,0,0,11215.42857142857,
"2019-10-20 00:00:00",4263,0,0,0,0,11824.42857142857,
"2019-10-21 00:00:00",0,0,0,0,0,7516.285714285715,
"2019-10-22 00:00:00",3182,10170,2589,0,0,3720.1428571428573,
"2019-10-23 00:00:00",778,0,0,0,0,2997.714285714286,
"2019-10-24 00:00:00",0,0,1036,1692,0,3387.4285714285716,
"2019-10-25 00:00:00",1585,20069,0,0,0,6480.857142857143,
"2019-10-26 00:00:00",0,0,2419,0,4411,7456.571428571428,
"2019-10-27 00:00:00",778,0,0,0,0,6958.714285714285,
"2019-10-28 00:00:00",778,0,2072,0,2600,7737.428571428572,
"2019-10-29 00:00:00",14328,0,604,0,4411,8223.285714285714,
"2019-10-30 00:00:00",0,0,0,0,0,8112.142857142857,
"2019-10-31 00:00:00",0,0,1036,261,5994,8764,
"2019-11-01 00:00:00",778,33077,1036,0,0,10655.142857142857,
"2019-11-02 00:00:00",0,0,0,0,0,9679.42857142857,
"2019-11-03 00:00:00",0,0,0,0,0,9568.285714285714,
"2019-11-04 00:00:00",0,0,1036,0,4411,9567.714285714286,
"2019-11-05 00:00:00",778,0,597,0,0,7000.857142857143,
"2019-11-06 00:00:00",0,0,1036,0,0,7148.857142857143,
"2019-11-07 00:00:00",778,0,0,0,0,6218.428571428572,
"2019-11-08 00:00:00",1557,0,0,0,0,1456.2857142857142,
"2019-11-09 00:00:00",0,0,0,0,0,1456.2857142857142,
"2019-11-10 00:00:00",0,0,1036,0,0,1604.2857142857142,
"2019-11-11 00:00:00",0,0,0,0,0,826.1428571428571,
"2019-11-12 00:00:00",0,0,1036,261,0,814.8571428571429,
"2019-11-13 00:00:00",2457,0,0,0,0,1017.8571428571429,
"2019-11-14 00:00:00",0,0,0,0,4024,1481.5714285714287,
"2019-11-15 00:00:00",778,10170,0,1573,0,3048,
"2019-11-16 00:00:00",0,0,0,0,0,3048,
"2019-11-17 00:00:00",0,0,0,0,0,2900,
"2019-11-18 00:00:00",778,0,0,1692,0,3253,
"2019-11-19 00:00:00",903,0,0,0,0,3196.714285714286,
"2019-11-20 00:00:00",0,0,2371,0,0,3184.4285714285716,
"2019-11-21 00:00:00",2838,0,0,0,0,3015,
"2019-11-22 00:00:00",1296,0,0,0,0,1411.2857142857142,
"2019-11-23 00:00:00",0,0,2589,0,0,1781.142857142857,
"2019-11-24 00:00:00",0,0,0,261,0,1818.4285714285713,
"2019-11-25 00:00:00",0,26179,0,0,0,5205.285714285715,
"2019-11-26 00:00:00",12427,0,1036,0,0,6999.714285714285,
"2019-11-27 00:00:00",0,0,0,0,0,6661,
"2019-11-28 00:00:00",778,0,0,0,0,6366.714285714285,
"2019-11-29 00:00:00",0,10170,0,0,0,7634.428571428572,
"2019-11-30 00:00:00",4263,0,1036,0,0,8021.714285714285,
"2019-12-01 00:00:00",0,0,0,0,0,7984.428571428572,
"2019-12-02 00:00:00",0,0,0,0,0,4244.571428571428,
"2019-12-03 00:00:00",7971,0,1344,0,4411,4282.142857142857,
"2019-12-04 00:00:00",0,0,0,0,0,4282.142857142857,
"2019-12-05 00:00:00",2501,0,0,0,0,4528.285714285715,
"2019-12-06 00:00:00",778,10170,0,0,0,4639.571428571428,
"2019-12-07 00:00:00",0,0,0,0,0,3882.4285714285716,
"2019-12-08 00:00:00",0,0,0,0,0,3882.4285714285716,
"2019-12-09 00:00:00",0,0,0,0,0,3882.4285714285716,
"2019-12-10 00:00:00",29544,0,0,0,0,6142,
"2019-12-11 00:00:00",778,0,1036,0,0,6401.142857142857,
"2019-12-12 00:00:00",778,0,3368,0,0,6636.142857142857,
"2019-12-13 00:00:00",1557,0,2072,0,247,5625.857142857143,
"2019-12-14 00:00:00",0,0,822,0,4411,6373.428571428572,
"2019-12-15 00:00:00",0,0,4569,0,0,7026.142857142857,
"2019-12-16 00:00:00",1411,0,0,0,0,7227.714285714285,
"2019-12-17 00:00:00",22742,0,0,0,0,6256,
"2019-12-18 00:00:00",778,0,0,0,4411,6738.142857142857,
"2019-12-19 00:00:00",0,0,0,0,0,6145.857142857143,
"2019-12-20 00:00:00",778,33162,0,0,4024,11015.57142857143,
"2019-12-21 00:00:00",0,0,0,0,4411,10898.142857142857,
"2019-12-22 00:00:00",0,0,0,0,0,10245.42857142857,
"2019-12-23 00:00:00",778,20922,0,0,39466,18782.14285714286,
"2019-12-24 00:00:00",778,0,774,0,6068,16622,
"2019-12-25 00:00:00",778,0,0,0,0,15991.857142857143,
"2019-12-26 00:00:00",778,0,5979,1573,0,17182,
"2019-12-27 00:00:00",0,21323,3962,0,0,15370.714285714286,
"2019-12-28 00:00:00",3447,0,0,0,0,15233,
"2019-12-29 00:00:00",778,0,0,0,0,15344.142857142857,
"2019-12-30 00:00:00",0,8300,0,0,4411,8421.714285714286,
"2019-12-31 00:00:00",0,0,0,0,0,7333,
"2020-01-01 00:00:00",0,23629,4676,0,528,11341.142857142857,
"2020-01-02 00:00:00",0,0,0,1573,0,10375.714285714286,
"2020-01-03 00:00:00",0,0,1938,0,0,7040.285714285715,
"2020-01-04 00:00:00",4263,0,0,0,0,7156.857142857143,
"2020-01-05 00:00:00",0,0,0,0,4411,7675.857142857143,
"2020-01-06 00:00:00",1291,0,0,0,43149,12208.57142857143,
"2020-01-07 00:00:00",0,0,2280,0,0,12534.285714285714,2453.8571428571427
"2020-01-08 00:00:00",0,0,0,0,47766,15238.714285714286,2453.8571428571427
"2020-01-09 00:00:00",1557,0,0,0,0,15236.42857142857,6607.142857142857
"2020-01-10 00:00:00",0,0,0,0,0,14959.57142857143,7135.142857142857
"2020-01-11 00:00:00",0,0,1731,0,0,14597.857142857143,7894.285714285715
"2020-01-12 00:00:00",0,0,1036,0,0,14115.714285714286,8547.57142857143
"2020-01-13 00:00:00",0,0,2072,0,0,8063.142857142857,12251.142857142857
"2020-01-14 00:00:00",11480,0,0,0,0,9377.42857142857,11234.285714285714
"2020-01-15 00:00:00",0,0,694,0,0,2652.8571428571427,11234.285714285714
"2020-01-16 00:00:00",0,0,0,0,6068,3297.285714285714,12179.42857142857
"2020-01-17 00:00:00",0,0,0,0,4411,3927.4285714285716,11503.42857142857
"2020-01-18 00:00:00",1217,0,334,0,0,3901.8571428571427,11053.857142857143
"2020-01-19 00:00:00",0,0,2926,0,0,4171.857142857143,15598.42857142857
"2020-01-20 00:00:00",0,0,0,0,15624,6107.857142857143,12449
"2020-01-21 00:00:00",0,67754,0,0,0,14147,12449
"2020-01-22 00:00:00",0,0,1307,0,0,14234.57142857143,12673.714285714286
"2020-01-23 00:00:00",0,0,1494,0,0,13581.142857142857,14910
"2020-01-24 00:00:00",0,0,0,0,0,12951,14910
"2020-01-25 00:00:00",0,0,0,0,0,12729.285714285714,13906.714285714286
"2020-01-26 00:00:00",0,0,0,0,4024,12886.142857142857,8720
"2020-01-27 00:00:00",73,0,0,0,4411,11294.714285714286,8752.142857142857
"2020-01-28 00:00:00",6230,26631,0,0,0,6310.142857142857,9530.285714285714
"2020-01-29 00:00:00",7260,0,0,0,14567,9241.57142857143,9330.285714285714
